Plant,Date,Non- Compliance Group,Species,Type,Compliance Level,Non Compliance,Description,Action
[Plant Name & Number],11/09/2015,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,4,Broken leg,fracture legs,Other
[Plant Name & Number],11/09/2015,On farm welfare,Red Meat: Pigs,Welfare on farm,4,Other,fractures,APHA-Animal Health Office informed
[Plant Name & Number],14/09/2015,Stunning / killing,Red Meat: Pigs,Standard operating procedures,3,Inadequate sops for stunning/killin g,prolonged bleeding due to difficult access to the neck (due big size of pig): sop needed to avoid it in the future,ENF written advice
[Plant Name & Number],15/09/2015,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,3,Broken leg,Right hind leg broken on arrival,None Applicable
[Plant Name & Number],15/09/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Last stages of pregnancy,[ID Number] DOB:13/06/08,APHA-Animal Health Office informed
[Plant Name & Number],17/09/2015,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,4,Other,Animal found to be in high gestation period.,TS-Trading Standards informed
[Plant Name & Number],18/09/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Poor animals/ suspect emaciation,Jersey cow suspect mineral deficiency,APHA-Animal Health Office informed
[Plant Name & Number],21/09/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Last stages of pregnancy,"[ID Number], from [Name] was found with the 95% of gestation period completed.
FOETUS SEX:Male. LENGTH: 100 cm.
WEIGHT: 52 kg. CORONARY ARC:   20.5 cm.",TS-Trading Standards informed
[Plant Name & Number],21/09/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Poor animals/ suspect emaciation,Animal in poor condition down in lairage,APHA-Animal Health Office informed
[Plant Name & Number],21/09/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"[ID Number], from [Name] was found with the 95% of gestation period completed.
FOETUS SEX:Male. LENGTH: 100 cm.
WEIGHT: 52 kg. CORONARY ARC:   20.5 cm.",APHA-Animal Health Office informed
[Plant Name & Number],23/09/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Long waiting times for unloading,Bovine animals waiting for a long period of time to be unloaded.,ENF written advice
[Plant Name & Number],23/09/2015,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,4,Broken leg,"CW pigs- heavily lame animals. Shot and bled by AWO prior AMI (OV out of hours)- broken legs.
AVL-1 animal with deformed fore leg - arthritis with multiple abscesses, heavily lag, no treatment given",TS-Trading Standards informed
[Plant Name & Number],23/09/2015,Lairage operation,Red Meat: Cattle,Provision of bedding,3,Insufficient bedding,,ENF verbal advice
[Plant Name & Number],23/09/2015,On farm welfare,Poultry: Poultry,Welfare on farm,3,Foot Pad Dermatitis,100% score 4 FPD on PMI,APHA-Animal Health Office informed
[Plant Name & Number],24/09/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf,TS-Trading Standards informed
[Plant Name & Number],28/09/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Last stages of pregnancy,"On 28th September 2015 at [Name], the bovine animal ear tag number [ID Number]  an Aberdeen Angus X, from  [Name] was found on the las stage of pregnancy.FOETUS SEX: MALELENGTH: 92 cm.WEIGHT:        32 kg.       CORONARY ARC:   17cm.Gestation period for Aberdeen Angus: 281Gestation period completed on this case: 93,6%.Also on the same lot of 11 animals from [Name], another beast was found pregnant. Foetus length 82 cm, Weight: 29 kg, Limousin X with the 85 % of the gestational period completed.The calf was detained and TS officer informed [Name].",TS-Trading Standards informed
[Plant Name & Number],28/09/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"On 28th September 2015 at [Name], the bovine animal ear tag number [ID number] an Aberdeen Angus X, from [Name] was found on the las stage of pregnancy.
FOETUS SEX: MALE LENGTH:       92 cm.
WEIGHT:        32 kg. CORONARY ARC:   17cm.
Gestation period for Aberdeen Angus: 281 Gestation period completed on this case: 93,6%.",APHA-Animal Health Office informed
[Plant Name & Number],30/09/2015,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,4,Not Applicable,Two animals found to be in high gestation periods found during PM inspection.,None Applicable
[Plant Name & Number],01/10/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Last stages of pregnancy,[ID Number] from [Name] was founf with the 98 of the gestation period completed. [ID Number & Name] was found with the 95 % of the gestational period completed.,TS-Trading Standards informed
[Plant Name & Number],01/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"[ID Number] from [Name] was founf with the 98 of the gestation period completed. [ID Number & Name] was found with the 95 % of the gestational period completed.
[ID Number] from [Name] was founf at AMI with massive milk overflow.",APHA-Animal Health Office informed
[Plant Name & Number],05/10/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Last stages of pregnancy,"[ID Number] from [Name], bought by [Name] who presented the beast on the abattoir,was found with all the gestation period completed. Foetus dead a couple of days before. No indication on FCI.",TS-Trading Standards informed
[Plant Name & Number],05/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"[ID Number] from [Name], bought by [Name] who presented the beast on the abattoir,was found with all the gestation period completed. Foetus dead a couple of days before. No indication on FCI.",APHA-Animal Health Office informed
[Plant Name & Number],07/10/2015,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,4,Other,"OV out of hours at time of arrival of CW pigs on 6/10/15. 1 pig shot and bled on arrival due to not being able to stand. Taking into consideration history of the farm broken legs suspected. No evidence gained except FBO statements and FBO records. Carcase disposed before OV arrival. No pics taken. AMI of remaining pigs carried out at 9:45 on 7/10/15, incident took place at 17:00 on 6/10/15.",TS-Trading Standards informed
[Plant Name & Number],12/10/2015,Stunning / killing,Red Meat: Sheep,Only approved methods of stunning used,3,Stunning by unapproved methods used,"temp CoC holder was observed to break lamb necks immediately after bleeding, welfare enforcement notice served, issue rectified immediately",ENF Welfare Enforcement Notice
[Plant Name & Number],12/10/2015,Bleeding,Red Meat: Sheep,Stick to dressing time,4,Other,Slaghterman braking next immediately after bleeding,ENF Welfare Enforcement Notice
[Plant Name & Number],13/10/2015,Captive bolt/concussio n/free bullet,Red Meat: Sheep,Effectiveness,3,Multiple stuns,first shot in the correct position but it wasn't effective. FBO took immediate action.,Other
[Plant Name & Number],15/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"animal with severe lame in one hind leg was found during AMI. The hind hock had a swollen lump, the animal was isolated by FBO in one pen and killed ASAP, post mortem findings shows  an inflamated and swollen hock with hard fibrocartilaginous growth, FCI states that the animal was lame for several months and no treatment was given.",APHA-Animal Health Office informed
[Plant Name & Number],16/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Wounds,32 Abscesses form a total batch on 129 sheep were identified in the loin muscle.,TS-Trading Standards informed
[Plant Name & Number],19/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Other,Cow late stages of pregnancy,TS-Trading Standards informed
[Plant Name & Number],20/10/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"Bovine animal found at during processing to be with calf clearly in the last third of gestation, with hair all over the body and 25 kg",TS-Trading Standards informed
[Plant Name & Number],20/10/2015,Handling and restraint,Red Meat: Cattle,Restraint,3,Animals not properly restraint,Beast escaoed from stunning box.,ENF written advice
[Plant Name & Number],21/10/2015,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,4,Other,Animal found to be in high gestation period during PM inspection.,TS-Trading Standards informed
[Plant Name & Number],21/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Bruised,major internal/external bruising lesions,APHA-Animal Health Office informed
[Plant Name & Number],22/10/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Injured animals,Animal found lying in the lorry. Struggled to get up but finally managed to walk to the stunning pen. PM revealed massive bruising on both sides.,TS-Trading Standards informed
[Plant Name & Number],23/10/2015,Stunning / killing,Poultry: Poultry,Ammeters and voltmeters,3,Devices not working,ammeter not working i.e. not displaying Amperage,ENF written advice
[Plant Name & Number],23/10/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Last stages of pregnancy,"[ID Number] a Holstein Friesian, from   [Name & Address]. This animal was transferred on 20/10/2015 to  [Name], who presented this animal to the abattoir without any relevant comments on the FCI.
FOETUS SEX: Female. LENGTH:       93 cm.
WEIGHT:        30 kg. CORONARY ARC:   16.5 cm.
Gestation period for Holstein Friesian: 279 Gestation period completed on this case:  94.8%.",TS-Trading Standards informed
[Plant Name & Number],23/10/2015,Stunning / killing,Poultry: Poultry,Maintenance of stunner,3,Poor maintenance of stunner,stunner not checked effectively and root cause of min.Amp not being met has not been addressed via maintenance,ENF written advice
[Plant Name & Number],23/10/2015,Stunning / killing,Poultry: Poultry,Operation of automatic stunner,3,Other,"min.Amperage not met,effective corrective action i.e. back up stunning method not used",None Applicable
[Plant Name & Number],23/10/2015,Stunning / killing,Poultry: Poultry,Standard operating procedures,3,Incomplete SOPs for stunning/killin g,"cheks not completed effectively by nominated person,SOP to be reviewed",ENF written advice
[Plant Name & Number],23/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"[ID Number] a Holstein Friesian, from   [Name & Address].This animal was transferred on 20/10/2015 to  [Name], who presented this animal to the abattoir without any relevant comments on the FCI.FOETUS SEX: Female.LENGTH:       93 cm.WEIGHT:        30
kg.CORONARY ARC:   16.5 cm.Gestation period for Holstein Friesian: 279Gestation period completed on this case:  94.8%.",APHA-Animal Health Office informed
[Plant Name & Number],26/10/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,One fully developed calf identified at PMI.,TS-Trading Standards informed
[Plant Name & Number],26/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Other,Bovine kept in a farm 1 day with a broken leg,APHA-Animal Health Office informed
[Plant Name & Number],26/10/2015,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Wounds,Lim x heifer with severe necrotic lesions lower leg,APHA-Animal Health Office informed
[Plant Name & Number],27/10/2015,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Injured animals,"On 27th October 2015 [ID Number] from [Name], was found at AMI unable to wear weight on its left foreleg and shows visible sign of pain also refused to be move and limped when try to move.",None Applicable
[Plant Name & Number],28/10/2015,Lairage operation,Red Meat: Cattle,Management of lairage,3,Pens overcrowded,Horned cattle from different farms in same pen,ENF written advice
